都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
012297,0153010888,北海道,富良野市,介護老人保健施設けんこう・ふらの,カイゴロウジンホケンシセツケンコウ・フラノ,介護老人保健施設,北海道富良野市末広町6番17号,,43.340398400000010,142.386508500000000,0167-56-8000,0167-56-8001,,医療法人社団　かわむら整形外科医院,0153010888,,,29,http://kawamura-mgp.or.jp/kenkou-furano/,,,,
013935,0152180022,北海道,黒松内町,ユニット型介護老人保健施設湯の里・黒松内,ユニットガタカイゴロウジンホケンシセツユノサト・クロマツナイ,介護老人保健施設,北海道寿都郡黒松内町字黒松内565番地11,,42.657696200000000,140.312945400000000,0136-77-2120,0136-77-2080,5440005002190,社会福祉法人　黒松内つくし園,0152180022,,,0,http://www.tukusien.com,,,,
016101,0153880059,北海道,新ひだか町,新ひだか町介護老人保健施設まきば,シンヒダカチョウカイゴロウジンホケンシセツ,介護老人保健施設,北海道日高郡新ひだか町静内緑町4丁目5番1号,,42.338495500000000,142.375034799999980,0146-43-1100,0146-43-0260,,新ひだか町,0153880059,,,0,,,,,
014001,0152280012,北海道,倶知安町,介護老人保健施設　麓華苑,カイゴロウジンホケンシセツ　ロッカエン,介護老人保健施設,北海道虻田郡倶知安町南3条東5丁目1番地2,,42.899432700000000,140.762161699999980,0136-22-0003,0136-22-0288,,医療法人社団　白樺会,0152280012,,,0,http://www.shirakaba-group.jp,,,,
014087,0152580056,北海道,余市町,介護老人保健施設よいち,カイゴロウジンホケンシセツヨイチ,介護老人保健施設,北海道余市郡余市町山田町201番地5,,43.184351400000000,140.780704700000000,0135-21-4567,0135-21-4568,,医療法人社団健志会,0152580056,,,,,,,,
014087,0152580064,北海道,余市町,介護老人保健施設よいち南館,カイゴロウジンホケンシセツヨイチミナミカン,介護老人保健施設,北海道余市郡余市町山田町２０１番地５,,43.184351400000000,140.780704700000000,0135-21-4567,0135-21-4567,,医療法人社団健志会,0152580064,,,,,,,,
016675,0154380042,北海道,鶴居村,介護老人保健施設えんれい荘,カイゴロウジンホケンシセツエンレイソウ,介護老人保健施設,北海道阿寒郡鶴居村字雪裡原野北２２線西１１番地,,43.271522100000000,144.325872099999970,0154-64-2126,0154-64-2669,8430005005877,医療法人資生会,0154380042,,,,http://www.siseikai.or.jp/enreiso/,,,,
015148,0156780041,北海道,枝幸町,介護老人保健施設うたのぼり,カイゴロウジンホケンシセツウタノボリ,介護老人保健施設,北海道枝幸郡枝幸町歌登南町４０３番地,,44.838316200000000,142.478321199999980,0163-68-2341,0163-68-3309,,枝幸町,0156780041,,,0,http://esashi-hospital.jp/,,,,
015199,0156780033,北海道,利尻富士町,利尻島老人保健施設,リシリトウロウジンホケンシセツ,介護老人保健施設,北海道利尻郡利尻富士町鬼脇字金崎332番地,,45.131270800000000,141.304539100000060,0163-89-3216,0163-83-1472,,利尻富士町,0156780033,,,0,,,,,
015431,0155280019,北海道,美幌町,社会医療法人　恵和会　介護老人保健施設　アメニティ美幌,シャカイイリョウホウジン　ケイワカイ　カイゴロウジンホケンシセツ　アメニティビホロ,介護老人保健施設,北海道網走郡美幌町字仲町2丁目38番地の2,,43.832639200000000,144.105174700000020,0152-75-2210,0152-75-2216,7430005001448,社会医療法人　恵和会,0155280019,,,0,http://www.keiwakai.jp/amebiho/index.html,,,,
015784,0153680079,北海道,白老町,白老町立介護老人保健施設きたこぶし,シラオイチョウリツカイゴロウジンホケンシセツキタコブシ,介護老人保健施設,北海道白老郡白老町日の出町３丁目１番１号,,42.557423600000000,141.367554299999940,0144-82-2181,0144-82-2182,,白老町,0153680079,,,0,,,,,
012025,0151480027,北海道,函館市,介護老人保健施設ロイヤルヒルズ日吉,カイゴロウジンホケンシセツロイヤルヒルズヒヨシ,介護老人保健施設,北海道函館市日吉町4丁目7-81,,41.802186900000000,140.795093800000020,0138-31-3113,0138-31-3198,,特定医療法人富田病院,0151480027,,,0,http://www.tomita-hospital.or.jp,,,,
012025,0151480084,北海道,函館市,介護老人保健施設やわらぎ苑西桔梗,カイゴロウジンホケンシセツヤワラギエンニシキキョウ,介護老人保健施設,函館市西桔梗町735番地4,,41.845115300000000,140.716369000000000,0138-49-8555,0138-49-7707,,医療法人　やわらぎ会,0151480084,,,96,http://www.yawaragikai.com/nishi/,,,,
012025,0151480035,北海道,函館市,介護老人保健施設ジョイウェルス桔梗,カイゴロウジンホケンシセツジョイウェルスキキョウ,介護老人保健施設,函館市桔梗町５５７番地,,41.860445800000000,140.753513399999970,0138-46-8881,0138-46-8880,9440005000257,医療法人　聖仁会,0151480035,,,100,http://www.seijinkai-mori.jp/,,,,
012025,0151480068,北海道,函館市,介護老人保健施設ゆとりろ,カイゴロウジンホケンシセツユトリロ,介護老人保健施設,北海道函館市宝来町14番27号,,41.757647200000000,140.721847499999970,0138-23-7223,0138-23-5400,8440005000266,社会医療法人高橋病院,0151480068,,,150,http://takahashi-group.jp/,,,,
012025,0151480019,北海道,函館市,介護老人保健施設　グランドサン亀田,カイゴロウジンホケンシセツ　グランドサンカメダ,介護老人保健施設,北海道函館市石川町191番地4,,41.835844023740440,140.742888589024320,0138-46-3151,0138-46-9139,,医療法人亀田病院,0151480019,,,100,http://www.hakodate-kameda-hp.com,,,,
012025,0151480050,北海道,函館市,介護老人保健施設　響の杜,カイゴロウジンホケンシセツ　ヒビキノモリ,介護老人保健施設,北海道函館市陣川町９１番地４,,41.825522500000000,140.786462799999980,0138-31-8320,0138-31-8336,,医療法人　函館友愛会,0151480050,,,0,,,,,
012025,0151480100,北海道,函館市,介護老人保健施設　もも太郎,カイゴロウジンホケンシセツ　モモタロウ,介護老人保健施設,函館市赤川町388番地1,,41.836295700000010,140.768502099999980,0138-47-5550,0138-47-5551,,社会福祉法人　函館厚生院,0151480100,,,100,http://momo-taro.koseiin.or.jp/,,,,
012033,0152080024,北海道,小樽市,老人保健施設マイトリーおたる,ロウジンホケンシセツ　マイトリーオタル,介護老人保健施設,北海道小樽市奥沢１丁目２番２号,,43.182893300000000,141.005942099999970,0134-21-2555,0134-21-2533,,医療法人双葉会,0152080024,,,,maitori@hkg.odn.ne.jp,,,,
012033,0152080057,北海道,小樽市,介護老人保健施設　望,カイゴロウジンホケンシセツ　ノゾミ,介護老人保健施設,小樽市望洋台2丁目30番10号,,43.165207300000000,141.037342999999960,0134-51-2215,0134-51-2216,,医療法人社団　清か,0152080057,,,100,http://sayaka-nozomi.skr.jp/,,,,
012033,0152080032,北海道,小樽市,社会福祉法人恩賜財団済生会支部北海道済生会小樽老人保健施設はまなす,シャカイフクシホウジンオンシザイダンサイセイカイシブホッカイドウサイセイカイオタルロウジンホケンシセツハマナス,介護老人保健施設,小樽市塩谷２丁目１７番２５号,,43.207755600000000,140.928090300000000,0134-28-2600,0134-26-0021,,北海道済生会,0152080032,,,0,,,,,
012033,0152080016,北海道,小樽市,医療法人勉仁会介護老人保健施設ラポール東小樽,イリョウホウジンベンジンカイカイゴロウジンホケンシセツラポールヒガシオタル,介護老人保健施設,小樽市新光２丁目２９番２号,,43.168307300000000,141.052299899999980,0134-52-3000,0134-52-0545,3430005001518,医療法人　勉仁会,0152080016,,,0,http://www.nakagaki-hp.or.jp/,,,,
012041,0152980074,北海道,旭川市,介護老人保健施設　フェニックス,カイゴロウジンホケンシセツ　フェニックス,介護老人保健施設,旭川市豊岡１３条１丁目１番１７号,,43.771147400000000,142.390140999999970,0166-34-8181,0166-34-8338,6450005000358,医療法人　歓生会,0152980074,,,100,http://www.328181.com,,,,
012041,0152980017,北海道,旭川市,旭川老人保健施設　ふれあい,アサヒカワロウジンホケンシセツフレアイ,介護老人保健施設,旭川市錦町18丁目2150番地,,43.791690300000000,142.332359799999950,0166-51-1818,0166-51-1579,8450005000372,医療法人　恵心会,0152980017,,,0,http://www.keishinkai.jp.net/,,,,
012041,0152980058,北海道,旭川市,老人保健施設さくら館,ロウジンホケンシセツサクラカン,介護老人保健施設,旭川市４条西４丁目２番１号,,43.773734500000000,142.345804100000000,0166-27-0200,0166-27-0225,,医療法人社団慶友会,0152980058,,,86,http://www.keiyukai-group.com/sakurakan,,,,
012041,0152980033,北海道,旭川市,介護老人保健施設旭泉苑,カイゴロウジンホケンシセツキョクセンエン,介護老人保健施設,旭川市永山4条6丁目3番24号,,43.792090700000010,142.409490799999930,0166-47-8000,0166-47-7867,7450005000365,医療法人社団旭豊会,0152980033,,,0,http://kyokuhoukai.or.jp,,,,
012041,0152980124,北海道,旭川市,介護老人保健施設旭泉苑　（ユニット型）,カイゴロウジンホケンシセツキョクセンエン　（ユニットガタ）,介護老人保健施設,北海道旭川市永山四条6丁目3番24号,,43.792090700000000,142.409490799999960,0166-47-8000,0166-47-7867,7450005000365,医療法人社団旭豊会,0152980124,,,,http://kyokuhoukai.or.jp,,,,
012041,0152980108,北海道,旭川市,介護老人保健施設　ことぶき,カイゴロウジンホケンシセツ　コトブキ,介護老人保健施設,旭川市東旭川町上兵村35番地5,,43.779830631975976,142.439013134393350,0166-36-1940,0166-36-7320,7450005000316,医療法人社団　圭泉会,0152980108,,,0,http://www.keisenkai.or.jp,,,,
012041,0152980066,北海道,旭川市,老人保健施設愛善ハイツ,ロウジンホケンシセツアイゼンハイツ,介護老人保健施設,北海道旭川市春光台4条11丁目5249番地の2,,43.831673700000000,142.371958500000000,0166-54-7371,0166-54-7313,,社会福祉法人愛善会,0152980066,,,0,http://aizenkai-swc.jp/,,,,
012041,0152980132,北海道,旭川市,医療法人仁友会　介護老人保健施設みやびの森,イリョウホウジンジンユウカイ　カイゴロウジンホケンシセツミヤビノモリ,介護老人保健施設,北海道旭川市東旭川町下兵村320番18,,43.773093700000000,142.432116800000020,0166-36-6520,0166-36-6550,4450005000434,仁友会,0152980132,,,0,https://miyabi.jinyukai.jp/,,,,
012041,0152980025,北海道,旭川市,老人保健施設　サニーヒル,ロウジンホケンシセツ　サニーヒル,介護老人保健施設,旭川市末広８条６丁目５３０７,,43.819683400000000,142.373348399999940,0166-51-1127,0166-46-8010,1450005000222,社会福祉法人　旭川福祉事業会,0152980025,,,0,http://www.a-fukushi.or.jp/,,,,
012041,0152980082,北海道,旭川市,老人保健施設かたくりの郷,ロウジンホケンシセツカタクリノサト,介護老人保健施設,北海道旭川市神楽３条４丁目２番１４号,,43.762224800000000,142.348051700000040,0166-63-1165,0166-62-7997,,医療法人道北勤労者医療協会,0152980082,,,0,http://www.dohoku-kinikyo.or.jp,,,,
012041,0152980041,北海道,旭川市,老人保健施設　グリーンライフ,ロウジンホケンシセツ　グリーンライフ,介護老人保健施設,北海道旭川市神楽岡１４条７丁目１番１号,,43.734875800000000,142.362476199999950,0166-65-7700,0166-66-0181,,医療法人社団　創成,0152980041,,,100,https://sousei-hp.com/greenlife/,,,,
012084,0155080021,北海道,北見市,介護老人保健施設いきいき,カイゴロウジンホケンシセツイキイキ,介護老人保健施設,北見市東相内町172番地80,,43.800755400000000,143.819465199999970,0157-66-1111,0157-36-8181,,医療法人社団久仁会,0155080021,,,100,http://www.sirakawa-c.com/kyuujinkai/index.html,,,,
012084,0155080047,北海道,北見市,介護老人保健施設緑風,カイゴロウジンホケンシセツリョクフウ,介護老人保健施設,北海道北見市緑ヶ丘3丁目29番8号介護老人保健施設緑風,介護老人保健施設緑風,43.824642900000000,143.870259100000000,0157-24-2806,0157-23-8528,1460305001274,社会福祉法人恵和福祉会,0155080047,,,80,http://www.keiwafukushi.jp/ryokufu/index.php,,,,
012068,0154180012,北海道,釧路市,介護老人保健施設老健くしろ,カイゴロウジンホケンシセツロウケンクシロ,介護老人保健施設,北海道釧路市昭和１９０番地４４６２,,43.032423700000000,144.355828699999960,0154-55-2331,0154-53-3010,6460005000423,医療法人豊慈会,0154180012,,,100,http://www.hjg.jp,,,,
012068,0154180038,北海道,釧路市,介護老人保健施設　老健たいよう,カイゴロウジンホケンシセツ　ロウケンタイヨウ,介護老人保健施設,北海道釧路市春採７丁目９番８号,,42.978448700000000,144.419532000000000,0154-46-7233,0154-46-7236,,社会福祉法人　釧路創生会,0154180038,,,0,http://www.kushiro-souseikai.com,,,,
012068,0154180046,北海道,釧路市,老人保健施設　星が浦,ロウジンホケンシセツ　ホシガウラ,介護老人保健施設,北海道釧路市星が浦大通３丁目９番３５号,,43.016540400000000,144.316907799999970,0154-55-2800,0154-55-2801,,社会医療法人　孝仁会,0154180046,,,86,http://www.kojinkai.or.jp,,,,
012076,0154680037,北海道,帯広市,介護老人保健施設ケアステーションアンダンテ,カイゴロウジンホケンシセツケアステーションアンダンテ,介護老人保健施設,北海道帯広市西17条南3丁目24－24,,42.917984399999990,143.168980899999950,0155-58-6500,0155-58-6501,,社会福祉法人光寿会,0154680037,,,0,http://koujyukai.org,,,,
012076,0154680052,北海道,帯広市,介護老人保健施設ヴィラかいせい,カイゴロウジンホケンシセツウ゛ィラカイセイ,介護老人保健施設,北海道帯広市西22条南2丁目2番地10,,42.919458200000000,143.131464400000030,0155-37-7600,0155-37-7602,8460105000362,社会医療法人　博愛会,0154680052,,,100,http://www.villa-kaisei.org/,,,,
012076,0154680011,北海道,帯広市,介護老人保健施設アメニティ帯広,カイゴロウジンホケンシセツアメニティオビヒロ,介護老人保健施設,帯広市西16条北1丁目27番地,,42.930858501241580,143.175817251589900,0155-36-1234,0155-35-6020,,医療法人社団刀圭会,0154680011,,,0,http://toukeikai.or.jp/,,,,
012076,0154680045,北海道,帯広市,十勝自立支援センター　介護老人保健施設　かけはし,トカチジリツシエンセンター　カイゴロウジンホケンシセツ　カケハシ,介護老人保健施設,帯広市稲田町基線2番地1十勝自立支援センター　介護老人保健施設　かけはし,十勝自立支援センター　介護老人保健施設　かけはし,42.885560137458820,143.192774314230300,0155-47-4184,0155-48-4184,6460105000364,社会医療法人　北斗,0154680045,,,100,http://www.hokuto7.or.jp/,,,,
012114,0155380017,北海道,網走市,介護老人保健施設いせの里,カイゴロウジンホケンシセツイセノサト,介護老人保健施設,北海道網走市字潮見１９２番地,,43.998086699999990,144.269118800000000,0152-43-7100,0152-45-3791,3460305001413,社会福祉法人　網走愛育会,0155380017,,,0,http://www.isenosato.sakura.ne.jp/,,,,
012114,0155380033,北海道,網走市,介護老人保健施設あるかさる,カイゴロウジンホケンシセツアルカサル,介護老人保健施設,網走市桂町4丁目7番11号,,44.012317267123066,144.270577647885150,0152-61-6163,0152-61-1666,,社会医療法人明生会,0155380033,,,0,http://www.meiseikai-smc.jp/,,,,
012092,0155980014,北海道,夕張市,介護老人保健施設　虹ヶ丘,カイゴロウジンホケンシセツ　ニジガオカ,介護老人保健施設,北海道夕張市日吉１４番地６,,43.021914409128490,141.983529802655080,0123-53-3131,0123-56-6667,,医療法人社団　英仁会,0155980014,,,70,http://nijigaoka-yubari.com/,,,,
012092,0155980022,北海道,夕張市,介護老人保健施設　夕張,カイゴロウジンホケンシセツ　ユウバリ,介護老人保健施設,北海道夕張市社光２０番地,,43.061178400000000,141.979953600000040,0123-52-4336,0123-52-2626,2430005001997,医療法人社団豊生会,0155980022,,,0,http://www.houseikai.or.jp/hospital/,,,,
012106,0155780026,北海道,岩見沢市,介護老人保健施設　北翔館,カイゴロウジンホケンシセツ　ホクショウカン,介護老人保健施設,北海道岩見沢市１０条西２１丁目２番地,,43.187651093944970,141.753164243516500,0126-32-2177,0126-32-2150,9430005006692,医療法人　北翔会,0155780026,,,0,http://www.hokushokai.or.jp/,,,,
012149,0156780017,北海道,稚内市,社会医療法人禎心会老人保健施設ら・ぷらーさ,シャカイイリョウホウジンテイシンカイロウジンホケンシセツラ・プラーサ,介護老人保健施設,稚内市栄1丁目24番2号,,45.387117392499710,141.696051196156330,0162-29-4322,0162-29-4323,5430005001508,社会医療法人禎心会,0156780017,,,100,http://www.teishinkai.jp,,,,
012122,0156480022,北海道,留萌市,医療法人社団心優会　介護老人保健施設季実の杜,イリョウホウジンシャダンシンユウカイ　カイゴロウジンホケンシセツキミノモリ,介護老人保健施設,留萌市開運町１丁目５番1号,,43.940317700000000,141.648216899999970,0164-43-4400,0164-43-4407,,医療法人社団心優会,0156480022,,,,http://www.shinyukai-r.or.jp/,,,,
012131,0153680020,北海道,苫小牧市,介護老人保健施設　みどりの苑,カイゴロウジンホケンシセツ　ミドリノソノ,介護老人保健施設,北海道苫小牧市松風町2番15号,,42.638314402152430,141.560694076330600,0144-84-7068,0144-84-7069,1430005008853,社会福祉法人緑陽会,0153680020,,,0,http://www.ryokuyoukai.or.jp/midori/,,,,
012131,0153680012,北海道,苫小牧市,老人保健施設　苫小牧健樹園,ロウジンホケンシセツ　トマコマイケンジュエン,介護老人保健施設,苫小牧市澄川町７丁目９番１８号,,42.623857200000000,141.514112900000000,0144-67-3111,0144-67-3114,5430005001540,社会医療法人　延山会,0153680012,,,0,http://www.sumikawa-hp.com,,,,
012131,0153680053,北海道,苫小牧市,介護老人保健施設ライフスプリング桜木,カイゴロウジンホケンシセツライフスプリングサクラギ,介護老人保健施設,北海道苫小牧市桜木町2丁目25番1号,,42.627863347724920,141.553242949598700,0144-71-2369,0144-71-2269,,医療法人社団苫仁会,0153680053,,,0,http://www.mc-senjinkai.or.jp/index.html,,,,
012131,0153680046,北海道,苫小牧市,老人保健施設東胆振ケアセンター,ロウジンホケンシセツヒガシイブリケアセンター,介護老人保健施設,苫小牧市字植苗51-156,,42.725651700000000,141.720053300000020,0144-58-2323,0144-58-2347,,緑星の里,0153680046,,,0,,,,,
012131,0153680038,北海道,苫小牧市,介護老人保健施設ケアライフ王子,カイゴロウジンホケンシセツケアライフオウジ,介護老人保健施設,苫小牧市若草町３丁目４番８号,,42.638510000000000,141.604738399999970,0144-36-7111,0144-36-7070,,医療法人王子総合病院,0153680038,,,0,http://www.ojihosp.or.jp/,,,,
012131,0153680087,北海道,苫小牧市,医療法人社団苫仁会介護療養型老人保健施設かみや,イリョウホウジンシャダンセンジンカイカイゴリョウヨウガタロウジンホケンシセツカミヤ,介護老人保健施設,苫小牧桜木町２丁目25番1号,,42.628119900000000,141.553838400000020,0144-71-1717,0144-71-2551,7430005008798,医療法人社団苫仁会,0153680087,,,0,http://www.mc-senjinkai.or.jp/,,,,
012050,0153580014,北海道,室蘭市,介護老人保健施設エバーグリーンハイツ室蘭,カイゴロジンホケンシセツエバーグリーンハイツムロラン,介護老人保健施設,室蘭市八丁平１丁目４９番地,,42.366975600000000,141.007683499999980,0143-46-4500,0143-46-4501,5430005009856,医療法人社団青雲会,0153580014,,,0,http://www.seiunkai.jp/,,,,
012050,0153580048,北海道,室蘭市,介護老人保健施設憩,カイゴロウジンホケンシセツイコイ,介護老人保健施設,室蘭市知利別町１－４５,,42.357813075983900,141.016285694442800,0143-41-1511,0143-41-3072,,社会医療法人製鉄記念室蘭病院,0153580048,,,70,http://www.nshp-muroran.or.jp,,,,
012050,0153580030,北海道,室蘭市,老人保健施設　母恋,ロウジンホケンシセツ　ボコイ,介護老人保健施設,室蘭市新富町１－５－１３,,42.315316900000000,140.983854100000030,0143-25-2121,0143-25-2855,9430005009869,社会医療法人　母恋,0153580030,,,100,http://www.bokoi.jp/rouken/index.html,,,,
012165,0157380015,北海道,芦別市,芦別市介護老人保健施設,アシベツシカイゴロウジンホケンシセツ,介護老人保健施設,北海道芦別市本町１４番地,,43.518302400000000,142.195669200000000,0124-22-1816,0124-22-0006,5430005007439,社会福祉法人　芦別市社会福祉事業団,0157380015,,,0,http://www.ans.co.jp/u/rouken-subaru/,,,,
012173,0151080033,北海道,江別市,介護老人保健施設はるにれ,カイゴロウジンホケンシセツハルニレ,介護老人保健施設,北海道江別市大麻北町607番地2,,43.089178100000000,141.499348400000030,011-386-0550,011-386-0367,1430005005710,医療法人はるにれ,0151080033,,,0,http://www.irryo-harunire.or.jp,,,,
012173,0151080025,北海道,江別市,介護老人保健施設　友愛ナーシングホーム,カイゴロウジンホケンシセツ　ユウアイナーシングホーム,介護老人保健施設,江別市新栄台46番地の12,,43.108101600000000,141.511354200000030,011-382-1110,011-382-1022,5430005005715,社会福祉法人　北海道友愛福祉会,0151080025,,,0,http://www.yuaifukushi.net/nursing/,,,,
012173,0151080041,北海道,江別市,老健のっぽろ,ロウケンノッポロ,介護老人保健施設,江別市東野幌396番地32,,43.072567100000000,141.545753600000000,011-381-1133,011-381-1817,,医療法人英生会,0151080041,,,52,http://www.nopporo.or.jp/rouken_k/index.html,,,,
012173,0151080066,北海道,江別市,老健のっぽろ（ユニット）,ロウケン　ノッポロ　（ユニット）,介護老人保健施設,江別市東野幌396番地32,,43.072567100000000,141.545753600000000,011-381-1133,011-381-1817,,医療法人英生会,0151080066,,,48,http://www.nopporo.or.jp/rouken_k/index.html,,,,
012173,0151080082,北海道,江別市,介護老人保健施設　日本介護江別,カイゴロウジンホケンシセツ　ニホンカイゴエベツ,介護老人保健施設,北海道江別市大麻元町154番地12,,43.085137200000000,141.497306400000000,011-802-6550,011-802-6125,2430005013092,日本介護事業団,0151080082,,,,http://tsushima-group.com/business/agency/,,,,
012181,0157280017,北海道,赤平市,介護老人保健施設　博寿苑,カイゴロウジンホケンシセツ　ハクジュエン,介護老人保健施設,北海道赤平市平岸新光町2丁目4番地,,43.541977831926104,142.118497774343840,0125-37-2001,0125-38-8382,7430005007387,社会医療法人　博友会,0157280017,,,100,http://www.hakuyukai.or.jp/hakujuen,,,,
012190,0155180011,北海道,紋別市,介護老人保健施設サン・ヒルズ紋別,カイゴロウジンホケンシセツサン・ヒルズモンベツ,介護老人保健施設,北海道紋別市花園町5丁目3番7号,,44.351842800000030,143.347287400000030,0158-26-2500,0158-26-2155,,医療法人社団明正会,0155180011,,,0,suhills.hjk.ne.jp/,,,,
012238,0154280028,北海道,根室市,社会福法人根室恵徳会介護老人保健施設セラピーこざくら,シャカイフクシホウジンネムロケイトクカイカイゴロウジンホケンシセツセラピーコザクラ,介護老人保健施設,北海道根室市西浜町５丁目８９番地１,,43.314327400000000,145.565586299999950,0153-23-5522,0153-23-3113,,社会福法人根室恵徳会,0154280028,,,0,,,,,
012211,0153280029,北海道,名寄市,介護老人保健施設そよかぜ館,カイゴロウジンホケンシセツソヨカゼカン,介護老人保健施設,北海道名寄市字緑丘１１番地１５,,44.343423300000005,142.479041999999940,01654-3-6100,01654-3-6868,,医療法人臨生会,0153280029,,,0,,,,,
012220,0156080020,北海道,三笠市,医療法人社団幾生会　介護老人保健施設　そらちの郷,イリョウホウジンシャダンイクセイカイ　カイゴロウジンホケンシセツ　ソラチノサト,介護老人保健施設,北海道三笠市岡山506番地8号,8号,43.239523513127565,141.803457128419470,01267-2-2116,01267-2-5738,6430005006687,医療法人社団幾生会,0156080020,,,0,http://ikuseikai-hp.jp/,,,,
012203,0153280037,北海道,士別市,小規模老人保健施設　ボヌゥール,ショウキボロウジンホケンシセツ　ボヌゥール,介護老人保健施設,士別市東6条5丁目1番地,,44.177578300000000,142.400400799999940,0165-26-9033,0165-29-9000,6450005002404,医療法人社団　三愛会,0153280037,,,0,http://sanai-kai.or.jp/shisetsu_bonheur/satellite/,,,,
012203,0153280011,北海道,士別市,老人保健施設　ボヌゥール士別,ロウジンホケンシセツ　ボヌゥールシベツ,介護老人保健施設,北海道士別市東５条１６丁目３１２９番地１４３,,44.166576900000000,142.403662199999980,0165-23-3911,0165-23-3950,6450005002404,医療法人社団　三愛会,0153280011,,,0,http://sanai-kai.or.jp/shisetsu_bonheur/,,,,
012246,0151180023,北海道,千歳市,医療法人社団いずみ会　介護老人保健施設　北星館,イリョウホウジンシャダンイズミカイ　カイゴロウジンホケンシセツ　ホクセイカン,介護老人保健施設,北海道千歳市清流5丁目1番1号,,42.841999198634930,141.658990941139220,0123-40-2525,0123-40-2526,7430005005911,医療法人社団いずみ会,0151180023,,,100,https://www.hokusei.or.jp/hokuseikan/index.html,,,,
