都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
221015,2294201500,静岡県,静岡市葵区,つどいのおか介護付き有料老人ホーム,ツドイノオカカイゴツキユウリョウロウジンホーム,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,駒形通４丁目９－２０,,34.966343600000010,138.374871699999970,054-269-6039,054-269-5372,3080005006602,医療法人社団盈進会,2294201500,,,0,http://tsudoinooka.hp.gogo.jp/pc/,,,,
221023,2294201591,静岡県,静岡市駿河区,有料老人ホーム　ペリデアネックス,ユウリョウロウジンホーム　ペリデアネックス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,寺田201-1,,34.939074700000000,138.357737900000000,054-201-1167,054-201-1168,,株式会社　品川屋,2294201591,,,0,http://www.pelide.jp,,,,
221317,2297200616,静岡県,浜松市中区,坂の上ガーデン幸,サカノウエガーデンサイワイ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,静岡県浜松市中区幸４丁目３６－１,,34.745769676978810,137.731912328172260,０５３－４１６－２０１６,０５３－５２５－７１１７,2080405004058,医療法人社団　心,2297200616,,,28,http//www.sakanoue-fc.jp,,,,
221376,2297200517,静岡県,浜松市天竜区,櫻乃苑　浜松天竜,サクラノソノ　ハママツテンリュウ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,二俣町二俣56番1,,34.859559200000000,137.816792800000030,053-925-0939,053-925-0938,,株式会社知創,2297200517,,,3,http://www.sakuranosono.jp/,,,,
232122,2393100165,愛知県,安城市,すえひろ翔裕館,スエヒロ翔裕館,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県安城市末広町9-27,,34.956384836683420,137.084934284655800,0566-93-5575,0566-93-5576,6160001003609,株式会社　関西サンガ,2393100165,,,0,https://www.kansaisanga.jp,,,,
232343,2397400116,愛知県,北名古屋市,うらら別邸レジデンス,ウララベッテイレジデンス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,愛知県北名古屋市熊之庄江川70番地うらら別邸,うらら別邸,35.251020600000000,136.888177499999980,0568-55-7170,0568-55-7170,,医療法人MDM,2397400116,,,0,http://www.hillslife.net/kousen.html,,,,
261092,2690900101,京都府,京都市伏見区,ハーモニーこがなの家,ハーモニーコガナノイエ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,久我石原町１－４１,,34.946361500000000,135.733007000000040,075-334-5725,075-334-5780,,くらしのハーモニー,2690900101,,,16,http://www.kurashino-harmony.or.jp,,,,
261114,2694000288,京都府,京都市西京区,ｻｰﾋﾞｽ付き高齢者向け住宅　桂寿の郷,サービスツキコウレイシャムケジュウタク　ケイジュノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,京都市西京区川島権田町36-1,,34.978855000000000,135.696752599999970,075-391-4730,075-391-4731,,医療法人　弘正会,2694000288,,,,http://www.hospynkh.jp/keiju/,,,,
271161,2792200145,大阪府,大阪市生野区,ちゃんす,チャンス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府大阪市生野区鶴橋2-15-28,,34.662766499999990,135.533402100000000,06-6711-5075,06-6715-0153,,特定非営利活動法人ぱだ,2792200145,,,0,http://pada.or.jp,,,,
271268,2795800396,大阪府,大阪市平野区,平野みとうの里,ヒラノミトウノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大阪府大阪市平野区加美正覚寺4-4-38,,34.629669900000000,135.562312600000040,06-6793-0551,06-6793-0557,3120001033819,みとうメディカル株式会社,2795800396,,,20,http://www.mitouph.com/,,,,
292109,2991000114,奈良県,香芝市,さら紗五位堂,サラサゴイドウ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県香芝市五位堂3丁目441-1,,34.533418999999990,135.719359899999970,0745-77-8680,0745-77-8734,,社会福祉法人　慈傳会,2991000114,,,,jidenkai.com,,,,
302015,3090100508,和歌山県,和歌山市,地域密着型特定施設「サンオーク紀伊」,チイキミッチャクガタトクテイシセツ「サンオークキイ」,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,北野291番地,,34.268482200000000,135.248365100000000,073-461-7511,073-461-7512,,社会福祉法人　喜成会,3090100508,,,0,http://www.kiseikai-w.or.jp/,,,,
302031,3091000087,和歌山県,橋本市,地域密着型特定施設はるすの郷・神野々,チイキミッチャクガタトクテイシセツハルスノサトコノノ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県橋本市神野々1083番地1地域密着型特定施設はるすの郷・神野々,地域密着型特定施設はるすの郷・神野々,34.304764500000000,135.580529599999980,0736-39-7707,0736-39-7708,6170001010827,株式会社はるす,3091000087,,,29,https：//hals-hals.co.jp/,,,,
304042,3092400013,和歌山県,上富田町,ファミールハウス,ファミールハウス,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県西牟婁郡上富田町岡627-1,,33.723879200000000,135.444373100000000,0739-83-3866,0739-83-3866,7170002009917,有限会社　アクセス,3092400013,,,0,,,,,
302031,3091000103,和歌山県,橋本市,地域密着型特定施設　みとうの里,チイキミッチャクガタトクテイシセツ　ミトウノサト,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,隅田町下兵庫1047-2,,34.330786504629330,135.630015973649650,0736-34-0404,0736-34-0405,3120001033819,みとうメディカル株式会社,3091000103,,,29,www.mitouph.com/,,,,
303917,3092100092,和歌山県,みなべ町,イクルみなべ,イクルミナベ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県日高郡みなべ町東吉田673-1,,33.775649000000000,135.330316600000060,0739-72-1110,0739-72-5539,9170002009493,有限会社フルライフ,3092100092,,,0,,,,,
322067,3290200140,島根県,安来市,ローズガーデン荒島,ローズガーデンアラシマ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,"島根県安来市荒島町2177-14ローズガーデン荒島・101,102,103,105,106,107,108,110,201,202,203,205,206,207,208,210,211,212,213,215","ローズガーデン荒島・101,102,103,105,106,107,108,110,201,202,203,205,206,207,208,210,211,212,213,215",35.432677700000000,133.203432400000000,0854-28-6350,0854-28-6276,,社会福祉法人せんだん会,3290200140,,,0,,,,,
352080,3590800110,山口県,岩国市,のんびり村通津,ノンビリムラ　ツヅ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岩国市通津２２５２－１,,34.076725100000000,132.209220200000000,0827-39-1188,0827-39-1155,,株式会社ホームケアサービス山口,3590800110,,,29,tuzu@homecare-yamaguchi.co.jp　　（Ｅメールアドレス）,,,,
352080,3590800128,山口県,岩国市,地域密着型特定施設　のんびり村　今津,チイキミッチャクガタトクテイシセツ　ノンビリムラ　イマヅ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岩国市今津4丁目12‐7,,34.165284000000000,132.214678700000040,0827-30-0077,0827-30-0055,,ホームケアサービス山口,3590800128,,,29,http://www.homecare-yamaguchi.co.jp/,,,,
372081,3790800092,香川県,三豊市,せとうちリビングホーム,セトウチリビングホーム,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県三豊市三野町吉津甲537番地2,,34.199964700000000,133.698656300000040,0875-73-3291,0875-73-3294,8470001010613,株式会社せとうち福祉サービス,3790800092,,,25,http://setouchi-fukushi.com/,,,,
432130,4391300201,熊本県,宇城市,サービス付き高齢者向け住宅　フォーシーズン,サービスツキコウレイシャムケジュウタク　フォーシーズン,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,熊本県宇城市松橋町久具2059-1,,32.641981200000000,130.697631399999980,0964-34-3466,0964-34-3266,7330001006584,株式会社ラディカ,4391300201,,,29,http://fo-season.jp,,,,
442071,4490700020,大分県,津久見市,地域密着型特定施設こころ,チイキミッチャクガタトクテイシセツココロ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,大分県津久見市大字津久見5988-1,,33.056639900000000,131.849447899999970,0972-82-3078,0972-82-3238,,株式会社みかんの花,4490700020,,,,http://mikan-cocoro.p-kit.com/,,,,
465054,4698200021,鹿児島県,屋久島町,有限会社　岡村　ひまわりのお家,ユウゲンカイシャ　オカムラ　ヒマワリノオウチ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,熊毛郡屋久島町宮之浦2384-10,,30.419804300000000,130.572495099999970,0997-42-2855,0997-42-2856,,有限会社　岡村　ひまわりのお家,4698200021,,,20,,,,,
472018,4790100574,沖縄県,那覇市,介護付き有料老人ホーム　グランツ稲禾,カイゴツキユウリョウロウジンホーム　グランツトウカ,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,安里５１番地,,26.220350500000000,127.694073399999980,098-868-1009,098-868-1027,6360005005515,社会福祉法人　彩生会,4790100574,,,0,https://saisei-kai.or.jp/,,,,
473626,4795700055,沖縄県,八重瀬町,ｻｰﾋﾞｽ付き高齢者向け住宅花庭,サービスツキコウレイシャムケジュウタクカナァー,地域密着型特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,沖縄県島尻郡八重瀬町字仲座420番地1,,26.108256600000000,127.721454300000000,098-995-6801,098-995-6803,5360005001465,社会福祉法人転生会,4795700055,,,0,http://www.tenshoen.ne.jp,,,,
